,Name,Code,Big Theme,Theme,Source,Source acronym,Comment,Last update,Frequency,Measure,Unit,Status
Importações (FOB) - origem: Uzbequistão,Importações (FOB) - origem: Uzbequistão,SECEX12_M847FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Uzbequistão. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
"Importações (FOB) - origem: Vaticano, Estado da Cidade do","Importações (FOB) - origem: Vaticano, Estado da Cidade do",SECEX12_M848FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Vaticano, Estado da Cidade do. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
Importações (FOB) - origem: Venezuela,Importações (FOB) - origem: Venezuela,SECEX12_M850FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Venezuela. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
Importações (FOB) - origem: Vietnã,Importações (FOB) - origem: Vietnã,SECEX12_M858FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Vietnã. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:22:00.673-03:00,Mensal,US$,,A
"Importações (FOB) - origem: Virgens, Ilhas (Britânicas)","Importações (FOB) - origem: Virgens, Ilhas (Britânicas)",SECEX12_M863FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Virgens, Ilhas (Britânicas). O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:22:00.673-03:00,Mensal,US$,,A
"Importações (FOB) - origem: Virgens, Ilhas (Americanas)","Importações (FOB) - origem: Virgens, Ilhas (Americanas)",SECEX12_M866FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Virgens, Ilhas (Americanas). O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:22:00.673-03:00,Mensal,US$,,A
Importações (FOB) - origem: Fiji,Importações (FOB) - origem: Fiji,SECEX12_M870FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Fiji. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:22:00.673-03:00,Mensal,US$,,A
"Importações (FOB) - origem: Wake, Ilha","Importações (FOB) - origem: Wake, Ilha",SECEX12_M873FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Wake, Ilha. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
"Importações (FOB) - origem: Wallis e Futuna, Ilhas","Importações (FOB) - origem: Wallis e Futuna, Ilhas",SECEX12_M875FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Wallis e Futuna, Ilhas. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
"Importações (FOB) - origem: Congo, República Democrática do","Importações (FOB) - origem: Congo, República Democrática do",SECEX12_M888FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Congo, República Democrática do. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
