,CODE,NAME,COMMENT,LAST UPDATE,BIG THEME,SOURCE ACRONYM,SOURCE,SOURCE URL,FREQUENCY,MEASURE,UNIT,SERIES STATUS,THEME CODE,COUNTRY,NUMERICA
2548,SECEX12_X665FOB12,Exportações (FOB) - destino: Zimbábue,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Zimbábue. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:22:00.673-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2549,SECEX12_X670FOB12,Exportações (FOB) - destino: Romênia,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Romênia. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:22:00.673-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2550,SECEX12_X675FOB12,Exportações (FOB) - destino: Ruanda,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Ruanda. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:22:00.673-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2551,SECEX12_X676FOB12,"Exportações (FOB) - destino: Rússia, Federação da","As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Rússia, Federação da. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:22:00.673-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2552,SECEX12_X677FOB12,"Exportações (FOB) - destino: Salomão, Ilhas","As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Salomão, Ilhas. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:22:00.673-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2553,SECEX12_X678FOB12,Exportações (FOB) - destino: Saint Kitts e Nevis,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Saint Kitts e Nevis. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T10:08:00.523-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2554,SECEX12_X685FOB12,Exportações (FOB) - destino: Saara Ocidental,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Saara Ocidental. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:22:00.673-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2555,SECEX12_X687FOB12,Exportações (FOB) - destino: El Salvador,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: El Salvador. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:22:00.673-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2556,SECEX12_X690FOB12,Exportações (FOB) - destino: Samoa,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Samoa. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:22:00.673-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2557,SECEX12_X691FOB12,Exportações (FOB) - destino: Samoa Americana,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Samoa Americana. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:22:00.673-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2558,SECEX12_X695FOB12,Exportações (FOB) - destino: São Cristovão e Nevis,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: São Cristovão e Nevis. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:22:00.673-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2559,SECEX12_X697FOB12,Exportações (FOB) - destino: San Marino,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: San Marino. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:22:00.673-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2560,SECEX12_X700FOB12,Exportações (FOB) - destino: São Pedro e Miquellon,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: São Pedro e Miquellon. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:22:00.673-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2561,SECEX12_X705FOB12,Exportações (FOB) - destino: São Vicente e Granadinas,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: São Vicente e Granadinas. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:22:00.673-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
